门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置,奇穴类型,奇穴颜色
药宗,灵素,5,流银,“银光照雪”命中目标后，将目标护盾值与目标气血上限比例的50%转化为同比例减伤，持续5秒。目标为队友时，转换的减伤效果提高。转化的减伤效果不超过80%。,34691,4,2,0
药宗,灵素,6,莲池,“青川濯莲”不再占用基础调息时间，作用目标提高3个。,28744,1,2,0
药宗,灵素,6,岚微香馥,使目标区域10尺内最多5名友方目标获得50%的“龙葵”效果，持续<BUFF 20398 1 time>。在目标区域生成一片6尺的药雾并逐渐向边缘延展，每0.75秒消散一次并对(6/7/8/9/10)尺范围最多5个友方目标造成治疗效果，并使得自身获得1点寒性，持续3.75秒。,36059,2,2,0
药宗,灵素,6,若木倾柯,被动效果：<NounID 89>效果最多叠加30层，持续时间提高至300秒。\n必须拥有7层及以上<NounID 89>效果才可以施展，持续运功10秒，技能期间化身树木，自身无敌，每秒向自身20尺范围内至多5个队友输送生机，使其获得“连情”状态，每层提供36%最大气血值的伤害吸收盾，最多10层，持续300秒，每次输送后自身获得2层“七情”状态。,42408,3,2,0
药宗,灵素,6,旋生飞草,“惊鸿掠水”施展后在目标位置种植蒲公英，在1秒后绽开，对周围15尺的最多3个敌对侠士目标造成一次受到自身治疗量加成的伤害。每有一点药性，使命中的目标获得3%气血最大值的治疗吸收盾。,40121,4,2,0
药宗,灵素,7,应时与药,被动效果：“千枝绽蕊”状态下施展“白芷含芳”、“赤芍寒香”满5次后，中和当前全部药性，触发该效果时回复5%最大内力值。\n主动效果：施展后进入15秒“和宜”状态：3点及3点以上药性施展“银光照雪”，施展后使得当前全部药性转化为5点另一种药性，转化过程不发生中和。,32897,1,2,0
药宗,灵素,7,犹解倒悬,两层充能招式，充能时间21秒。施展后，使自身获得10秒“犹解倒悬”效果：移动速度提高25%，并使下次施展“当归四逆”运功时间和治疗次数减半；“龙葵自苦”持续时间减半；“青川濯莲”持续时间减半。以此法施展的招式，会获得原招式两倍的药性，施展后返还70%调息时间，并消耗“犹解倒悬”效果。,36170,2,2,0
药宗,灵素,7,青圃着尘,被动效果：“凌波飞叶令”套路招式调息时间受到加速影响，每次施展获得2片“飞叶”效果。\n主动效果：拥有12片“飞叶”可以施展，引导“飞叶”对目标及其周围10尺范围最多4个非自身的友方目标进行持续治疗。每片“飞叶”对范围内随机一个友方目标回复<SUB 29474 1>气血值，当“飞叶”命中10尺外的友方目标时回复气血值提高至<SUB 29474 2>。“飞叶”连续命中同一友方目标时其后续治疗效果会衰减50%。,29471,3,2,0
药宗,灵素,7,百药宣时,在自身脚下舒展一幅卷轴，使得自身进入“百药宣时”状态，自身加速率突破上限并获得25%加速率，“中和”效果提高50%，施展“行宜列药”套路的治疗招式均会额外触发一次“中和”效果，持续10秒，期间自身每通过这个方式获得额外的一次中和效果，即使得“百药宣时”状态结束后的下一次中和效果治疗量降低50%。,28756,4,2,0
药宗,灵素,8,香稠,“赤芍寒香”附带的持续治疗效果提高20%，调息时间减少1.5秒，施展时对自身额外造成一次治疗效果。,28650,1,3,0
药宗,灵素,8,忘忧,施展“七情和合”前根据自身已获得的药性自动获得5点寒性或5点温性，<NounID 89>层数不高于5层时，“七情和合”调息时间额外降低8秒。溢出的每一点药性使该次“七情和合”调息时间减少2秒。,28624,2,3,0
药宗,灵素,8,蔓蕊,“千枝绽蕊”期间每累积受到相当于自身最大气血值20%的伤害，降低自身“绿野蔓生”“逐云寒蕊”1秒调息时间，该效果在切换至“千枝伏藏”后即清空计数。,28405,3,3,0
药宗,灵素,8,衔尾,“青川濯莲”会链接范围内生命值最低的友方，每2秒消耗5%最大气血值并恢复其<SUB 38646 1>血量。,38648,4,3,0
药宗,灵素,8,韶时,“白芷含芳”运功时间降低0.5秒，命中目标后使得自身基础调息时间降低0.5秒。,28641,5,3,0
药宗,灵素,8,木通,自身在温性状态下受治疗效果提高15%，受到伤害降低15%。,28713,6,3,0
药宗,灵素,8,霜解,<TALENT_CORE 40154 1>“渍形”效果存在期间，自身每层“七情”使目标化劲等级降低1%。,42402,7,3,3
药宗,灵素,8,鬼卿,“当归四逆”每跳卸除目标身上阴性、阳性、混元性、毒性、点穴不利效果各一个。,28608,8,3,0
药宗,灵素,8,不染,“青川濯莲”长成后，自身每发生一次中和，使其回复20%气血值，持续时间增加20%，至多触发4次。,28609,9,3,0
药宗,灵素,8,月见,“银光照雪”伤害和治疗效果提高20%，对自身10尺270度扇形范围最多5个友方目标生效，命中目标后下一个“白芷含芳“无需运功。,28349,10,3,0
药宗,灵素,8,云栈,“凌然天风”期间自身免疫<NounID 15>、无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,40343,11,3,0
药宗,灵素,8,幽姿,“银光照雪”在自身位置种下药草，延迟1.5秒后爆炸，对8尺内最多5个友方目标造成治疗。温性施展时，额外恢复目标5%气血；寒性施展时，范围内敌对侠士攻击力降低15%。,38660,12,3,0
药宗,灵素,9,香稠,“赤芍寒香”附带的持续治疗效果提高20%，调息时间减少1.5秒，施展时对自身额外造成一次治疗效果。,28650,1,3,0
药宗,灵素,9,忘忧,施展“七情和合”前根据自身已获得的药性自动获得5点寒性或5点温性，<NounID 89>层数不高于5层时，“七情和合”调息时间额外降低8秒。溢出的每一点药性使该次“七情和合”调息时间减少2秒。,28624,2,3,0
药宗,灵素,9,蔓蕊,“千枝绽蕊”期间每累积受到相当于自身最大气血值20%的伤害，降低自身“绿野蔓生”“逐云寒蕊”1秒调息时间，该效果在切换至“千枝伏藏”后即清空计数。,28405,3,3,0
药宗,灵素,9,衔尾,“青川濯莲”会链接范围内生命值最低的友方，每2秒消耗5%最大气血值并恢复其<SUB 38646 1>血量。,38648,4,3,0
药宗,灵素,9,韶时,“白芷含芳”运功时间降低0.5秒，命中目标后使得自身基础调息时间降低0.5秒。,28641,5,3,0
药宗,灵素,9,木通,自身在温性状态下受治疗效果提高15%，受到伤害降低15%。,28713,6,3,0
药宗,灵素,9,霜解,<TALENT_CORE 40154 1>“渍形”效果存在期间，自身每层“七情”使目标化劲等级降低1%。,42402,7,3,3
药宗,灵素,9,鬼卿,“当归四逆”每跳卸除目标身上阴性、阳性、混元性、毒性、点穴不利效果各一个。,28608,8,3,0
药宗,灵素,9,不染,“青川濯莲”长成后，自身每发生一次中和，使其回复20%气血值，持续时间增加20%，至多触发4次。,28609,9,3,0
药宗,灵素,9,月见,“银光照雪”伤害和治疗效果提高20%，对自身10尺270度扇形范围最多5个友方目标生效，命中目标后下一个“白芷含芳“无需运功。,28349,10,3,0
药宗,灵素,9,云栈,“凌然天风”期间自身免疫<NounID 15>、无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,40343,11,3,0
药宗,灵素,9,幽姿,“银光照雪”在自身位置种下药草，延迟1.5秒后爆炸，对8尺内最多5个友方目标造成治疗。温性施展时，额外恢复目标5%气血；寒性施展时，范围内敌对侠士攻击力降低15%。,38660,12,3,0
药宗,灵素,10,香稠,“赤芍寒香”附带的持续治疗效果提高20%，调息时间减少1.5秒，施展时对自身额外造成一次治疗效果。,28650,1,3,0
药宗,灵素,10,忘忧,施展“七情和合”前根据自身已获得的药性自动获得5点寒性或5点温性，<NounID 89>层数不高于5层时，“七情和合”调息时间额外降低8秒。溢出的每一点药性使该次“七情和合”调息时间减少2秒。,28624,2,3,0
药宗,灵素,10,蔓蕊,“千枝绽蕊”期间每累积受到相当于自身最大气血值20%的伤害，降低自身“绿野蔓生”“逐云寒蕊”1秒调息时间，该效果在切换至“千枝伏藏”后即清空计数。,28405,3,3,0
药宗,灵素,10,衔尾,“青川濯莲”会链接范围内生命值最低的友方，每2秒消耗5%最大气血值并恢复其<SUB 38646 1>血量。,38648,4,3,0
药宗,灵素,10,韶时,“白芷含芳”运功时间降低0.5秒，命中目标后使得自身基础调息时间降低0.5秒。,28641,5,3,0
药宗,灵素,10,木通,自身在温性状态下受治疗效果提高15%，受到伤害降低15%。,28713,6,3,0
药宗,灵素,10,霜解,<TALENT_CORE 40154 1>“渍形”效果存在期间，自身每层“七情”使目标化劲等级降低1%。,42402,7,3,3
药宗,灵素,10,鬼卿,“当归四逆”每跳卸除目标身上阴性、阳性、混元性、毒性、点穴不利效果各一个。,28608,8,3,0
药宗,灵素,10,不染,“青川濯莲”长成后，自身每发生一次中和，使其回复20%气血值，持续时间增加20%，至多触发4次。,28609,9,3,0
药宗,灵素,10,月见,“银光照雪”伤害和治疗效果提高20%，对自身10尺270度扇形范围最多5个友方目标生效，命中目标后下一个“白芷含芳“无需运功。,28349,10,3,0
药宗,灵素,10,云栈,“凌然天风”期间自身免疫<NounID 15>、无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,40343,11,3,0
药宗,灵素,10,幽姿,“银光照雪”在自身位置种下药草，延迟1.5秒后爆炸，对8尺内最多5个友方目标造成治疗。温性施展时，额外恢复目标5%气血；寒性施展时，范围内敌对侠士攻击力降低15%。,38660,12,3,0
药宗,无方,1,甘遂,施展“商陆缀寒”“惊鸿掠水”降低自身“紫叶沉疴”“苍棘缚地”1秒调息时间。,28443,1,1,1
药宗,无方,1,炮阳,"自身在寒性状态下触发“无方中和”效果，使得目标移动速度降低20%，持续5秒，最多叠加4层。并会为其添加<NounID 68>,该效果每0.25秒最多生效1次",28458,2,1,2
药宗,无方,1,荆障,“沾衣未妨”命中自身“苍棘缚地”后，使其攻击次数不变但攻击频率提高37.5%，造成伤害提高15%，造成的每次“无方中和”会使“苍棘缚地”额外吐出一阵毒雾对周围8尺范围造成<SUB 36068 0>伤害和0.5秒的定身效果。,28415,3,1,3
药宗,无方,1,荡襟,“飞叶满襟”命中4层以上逆乱的侠士目标将使目标获得“荡襟”效果持续4秒，效果结束时使目标身上的所有<NounID 68>生长并爆炸，造成<SUB 42444 2>毒性内功伤害，目标身上每存在一颗<NounID 68>对目标额外造成<SUB 42444 1>毒性内功伤害。,28461,4,1,4
药宗,无方,2,鸩羽,“川乌射罔”会心几率提高10%，变为2层8秒充能招式。,28344,1,2,0
药宗,无方,2,断泽,“惊鸿掠水”调息时间降低3秒，且不再占用基础调息时间，若命中运功目标，则打断目标运功，并回复自身15%内力值。,28376,2,2,0
药宗,无方,2,藏丛,施展“且待时休”自身获得最大气血值10%的护盾，护盾存在期间自身免疫无法运功、缴械、打断效果，免疫击退、被拉效果，持续4秒。,28375,3,2,0
药宗,无方,2,渌波,“紫叶沉疴”不占用基础调息时间，“凌波飞叶令”套路伤害招式命中目标时都会为其添加<NounID 68>。,30507,4,2,0
药宗,无方,3,六微,5点温性施展“商陆缀寒”无需运功且额外获得2点寒性，5点寒性施展“钩吻断肠”额外获得2点温性。以此方式对非侠士目标触发中和时额外造成毒性内功伤害。,40194,1,2,0
药宗,无方,3,遍休,施展“且待时休”，自身“苍棘缚地”也会在原地施展“且待时休”，对周围15尺的4层以上“逆乱”的目标造成沉默和伤害效果。自身停止运功时，“苍棘缚地”也会停止释放“且待时休”。,28406,2,2,0
药宗,无方,3,茎蹊,“含锋破月”、“飞叶满襟”造成伤害提高40%，命中“逆乱”效果的目标，每层再提高6%的伤害。,29503,3,2,0
药宗,无方,3,蔓蕊,“千枝绽蕊”期间每累积受到相当于自身最大气血值20%的伤害，降低自身“绿野蔓生”“逐云寒蕊”1秒调息时间，该效果在切换至“千枝伏藏”后即清空计数。,28405,4,2,0
药宗,无方,4,凄骨,“千枝绽蕊”期间，自身造成伤害无视目标70%防御等级。,28419,1,2,0
药宗,无方,4,肃羽,“惊鸿掠水”变为目标点范围技，施展后自身5秒内下一个“苍棘缚地”无需运功。,32882,2,2,0
药宗,无方,4,划云,“含锋破月”“飞叶满襟”选中目标才可以施展，施展距离提高至16尺并附带冲刺效果，施展“含锋破月”自身免疫控制2.5秒（击退和拉除外）。,28485,3,2,0
药宗,无方,4,逐鸿,施展“惊鸿掠水”自身免疫控制效果，持续3秒，命中15尺以外目标时，免疫控制效果提高至4秒。,28370,4,2,0
药宗,无方,5,紫伏,“紫叶沉疴”调息时间降低4秒且附带1点温性，不再使目标获得<NounID 68>，而是使自身获得“紫伏”效果持续16秒，期间自身每次触发中和效果都会对目标8尺区域的3个目标造成<SUB 28434 1>毒性内功伤害。,38965,1,2,0
药宗,无方,5,沉绵,<NounID 68>吸收治疗量提高至4%，<NounID 68>存在期间，目标每次施展伤害招式都会对其自身造成<SUB 38638 1>伤害。每秒最多触发一次。,38633,2,2,0
药宗,无方,5,疾根,“逆乱”增加1跳，“无方中和”作用在自身4层“逆乱”的目标上则额外附带<SUB 29674 1>毒性内功伤害。,28432,3,2,0
药宗,无方,5,织翠,“千枝绽蕊”期间自身受到伤害的125%将会被储存起来，若储存值超过自身最大气血值的25%，则15秒内下一次对敌方目标施展“银光照雪”时会附带这段额外伤害（至多叠加4层）。,42500,4,2,0
药宗,无方,6,香繁饮露,两层充能招式，充能时间32秒。施展后，使自身获得10秒“香繁饮露”效果：移动速度提高25%，并使下次施展“且待时休”运功时间和伤害次数减半，“沾衣未妨”持续2.25秒造成3跳伤害，“川乌射罔”1.69秒内造成3跳伤害。以此法施展的招式，会获得原招式两倍的药性，并且施展后返还70%调息时间，并消耗“香繁饮露”效果。,36067,1,2,0
药宗,无方,6,南草,使得自身在空中向后飘荡一段距离，飘荡期间无法施展招式但每0.25秒回复1.5%最大气血值。招式处于调息期间时，自身移动速度提高35%。,30016,2,2,0
药宗,无方,6,滞眠,“且待时休”还会使作用目标无法施展轻功，运功每过1秒，“且待时休”伤害增加15%。,28436,3,2,0
药宗,无方,6,折枝拂露,视为“凌波飞叶令”套路招式，对周身8尺范围最多5个目标造成<SUB 30735 1>毒性内功伤害和僵直效果并添加1层“逆乱”，使“银光照雪”调息时间降低6秒。寒性状态下施展“折枝拂露”，在自身周围生成一个“沾衣未妨”，温性状态下施展“折枝拂露”，可以额外施展二段招式<NounID 69>。,30734,4,2,0
药宗,无方,7,养荣,“千枝绽蕊”效果持续期间自身破防等级提高25%，无双等级提高25%，期间“川乌射罔”可在地面移动施展，命中非侠士目标回复10%最大内力值，完整运功“川乌射罔”对非侠士目标额外附带<SUB 36508 0>毒性内功伤害。,28426,1,2,0
药宗,无方,7,并蒂夺株,使得侠士目标获得不可卸除的“并蒂夺株·寒”，技能调息速度降低30%，持续12秒。同时在自身脚下生成一朵毒花，每秒对8尺区域内的敌对侠士目标添加“并蒂夺株·温”，使其造成伤害的25%的效果转化为对其自己的伤害。携带“并蒂夺株·寒”的目标获得“并蒂夺株·温”时两种毒会发生抵消，不受到“并蒂夺株·温”效果并使得“并蒂夺株·寒”持续时间降低4秒。,28583,2,2,0
药宗,无方,7,息芷,“且待时休”调息时间减少5秒，施展后可对被“且待时休”影响的角色释放二段招式“息芷”，拉拽当前目标并造成<SUB 38641 0>毒性内功伤害。“且待时休”每命中一个目标，使其伤害增加25%。,38642,3,2,0
药宗,无方,7,青圃着尘,被动效果：“凌波飞叶令”套路招式调息时间受到加速影响，每次施展获得2片“飞叶”效果。\n主动效果：拥有12片“飞叶”可以施展，引导“飞叶”对目标及其周围10尺范围最多4个目标进行持续攻击。每片“飞叶”对范围内随机一个目标造成<SUB 29441 1>毒性内功伤害，当“飞叶”命中10尺外的目标时造成伤害提高至<SUB 29441 2>。“飞叶”连续命中同一目标时其后续伤害效果会衰减50%。,28533,4,2,0
药宗,无方,8,灵荆,“苍棘缚地”持续时间延长4秒，受到的伤害降低70%，造成的伤害提高70%，命中目标时使目标获得“逆乱”。,29498,1,3,0
药宗,无方,8,相使,“钩吻断肠”使得自身18秒内基础攻击力提高15%，期间自身“商陆缀寒”可以移动施展且运功时间降低0.25秒。,28413,2,3,0
药宗,无方,8,熟地,“商陆缀寒”运功时间降低0.5秒，成功施展后使得自身基础调息时间降低0.5秒。,28420,3,3,0
药宗,无方,8,渐苞,<NounID 68>成长时，会将目标身上的“逆乱”一半的层数扩散给10尺范围的其他最多5个目标，并对目标及扩散波及的目标附带额外<SUB 29720 1>毒性内功伤害。,28439,4,3,0
药宗,无方,8,岚因,“沾衣未妨”伤害提高10%，命中人数提高2个，每跳使得目标有50%几率获得“逆乱”效果。若目标身上属于自身的“逆乱”层数低于4层则几率提高到100%。,28365,5,3,0
药宗,无方,8,蓬茸,“且待时休”运功期间每跳为目标添加<NounID 68>。,34796,6,3,0
药宗,无方,8,燕徊,“凌然天风”期间自身免疫无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,28731,7,3,0
药宗,无方,8,逆势,“银光照雪”调息时间降低4秒，施展后将自身药性等量转换为另一种药性，转化过程不发生中和。,39661,8,3,0
药宗,无方,8,令芷,“沾衣未妨”命中附带自身的4层及以上“逆乱”效果的目标将立即造成2秒定身效果。,28367,9,3,0
药宗,无方,8,沃雪,“银光照雪”调息时间增加4秒，命中敌对目标后，判定目标当前护盾值与目标气血上限的比例，将其30%转化为同比例减伤，持续6秒。,40192,10,3,0
药宗,无方,8,淮茵,“逆乱”效果每层使得自身每跳回复0.05%内力值。,28343,11,3,0
药宗,无方,8,逐岚,在自身“沾衣未妨”中施展“银光照雪”时会以扇形扩散一片毒雾，使目标获得3层“逆乱”并造成一次“沾衣未妨”伤害。,37354,12,3,0
药宗,无方,9,灵荆,“苍棘缚地”持续时间延长4秒，受到的伤害降低70%，造成的伤害提高70%，命中目标时使目标获得“逆乱”。,29498,1,3,0
药宗,无方,9,相使,“钩吻断肠”使得自身18秒内基础攻击力提高15%，期间自身“商陆缀寒”可以移动施展且运功时间降低0.25秒。,28413,2,3,0
药宗,无方,9,熟地,“商陆缀寒”运功时间降低0.5秒，成功施展后使得自身基础调息时间降低0.5秒。,28420,3,3,0
药宗,无方,9,渐苞,<NounID 68>成长时，会将目标身上的“逆乱”一半的层数扩散给10尺范围的其他最多5个目标，并对目标及扩散波及的目标附带额外<SUB 29720 1>毒性内功伤害。,28439,4,3,0
药宗,无方,9,岚因,“沾衣未妨”伤害提高10%，命中人数提高2个，每跳使得目标有50%几率获得“逆乱”效果。若目标身上属于自身的“逆乱”层数低于4层则几率提高到100%。,28365,5,3,0
药宗,无方,9,蓬茸,“且待时休”运功期间每跳为目标添加<NounID 68>。,34796,6,3,0
药宗,无方,9,燕徊,“凌然天风”期间自身免疫无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,28731,7,3,0
药宗,无方,9,逆势,“银光照雪”调息时间降低4秒，施展后将自身药性等量转换为另一种药性，转化过程不发生中和。,39661,8,3,0
药宗,无方,9,令芷,“沾衣未妨”命中附带自身的4层及以上“逆乱”效果的目标将立即造成2秒定身效果。,28367,9,3,0
药宗,无方,9,沃雪,“银光照雪”调息时间增加4秒，命中敌对目标后，判定目标当前护盾值与目标气血上限的比例，将其30%转化为同比例减伤，持续6秒。,40192,10,3,0
药宗,无方,9,淮茵,“逆乱”效果每层使得自身每跳回复0.05%内力值。,28343,11,3,0
药宗,无方,9,逐岚,在自身“沾衣未妨”中施展“银光照雪”时会以扇形扩散一片毒雾，使目标获得3层“逆乱”并造成一次“沾衣未妨”伤害。,37354,12,3,0
药宗,无方,10,灵荆,“苍棘缚地”持续时间延长4秒，受到的伤害降低70%，造成的伤害提高70%，命中目标时使目标获得“逆乱”。,29498,1,3,0
药宗,无方,10,相使,“钩吻断肠”使得自身18秒内基础攻击力提高15%，期间自身“商陆缀寒”可以移动施展且运功时间降低0.25秒。,28413,2,3,0
药宗,无方,10,熟地,“商陆缀寒”运功时间降低0.5秒，成功施展后使得自身基础调息时间降低0.5秒。,28420,3,3,0
药宗,无方,10,渐苞,<NounID 68>成长时，会将目标身上的“逆乱”一半的层数扩散给10尺范围的其他最多5个目标，并对目标及扩散波及的目标附带额外<SUB 29720 1>毒性内功伤害。,28439,4,3,0
药宗,无方,10,岚因,“沾衣未妨”伤害提高10%，命中人数提高2个，每跳使得目标有50%几率获得“逆乱”效果。若目标身上属于自身的“逆乱”层数低于4层则几率提高到100%。,28365,5,3,0
药宗,无方,10,蓬茸,“且待时休”运功期间每跳为目标添加<NounID 68>。,34796,6,3,0
药宗,无方,10,燕徊,“凌然天风”期间自身免疫无法运功、缴械、打断效果，每跳跃一次回复1%内力值。,28731,7,3,0
药宗,无方,10,逆势,“银光照雪”调息时间降低4秒，施展后将自身药性等量转换为另一种药性，转化过程不发生中和。,39661,8,3,0
药宗,无方,10,令芷,“沾衣未妨”命中附带自身的4层及以上“逆乱”效果的目标将立即造成2秒定身效果。,28367,9,3,0
药宗,无方,10,沃雪,“银光照雪”调息时间增加4秒，命中敌对目标后，判定目标当前护盾值与目标气血上限的比例，将其30%转化为同比例减伤，持续6秒。,40192,10,3,0
药宗,无方,10,淮茵,“逆乱”效果每层使得自身每跳回复0.05%内力值。,28343,11,3,0
药宗,无方,10,逐岚,在自身“沾衣未妨”中施展“银光照雪”时会以扇形扩散一片毒雾，使目标获得3层“逆乱”并造成一次“沾衣未妨”伤害。,37354,12,3,0
刀宗,孤锋诀,1,簇尘,“观风寻隙”现在每次会发现目标两个弱点。,32458,1,1,1
刀宗,孤锋诀,1,碣石,“游风飘踪”效果期间受到的伤害降低15%，施展时对有自身破绽目标造成5秒击倒。,32498,2,1,2
刀宗,孤锋诀,1,贯霆,伤害招式击破侠士“弱点”时，击破伤害提高200%。,42035,3,1,3
刀宗,孤锋诀,1,承磊,“破绽”最大可叠加至6层。“孤锋破浪”命中有自身6层“破绽”的目标时，额外造成1次无视目标80%化劲的外功伤害。,32500,4,1,4
刀宗,孤锋诀,2,戗风,“破浪三式”套路招式伤害提高10%，击破目标弱点可使自身伤害提高5%，最多10%，持续15秒。,32580,1,2,0
刀宗,孤锋诀,2,威声,“孤锋破浪”命中侠士目标后，使其体质降低10%。施展“灭影追风”2秒内下一次施展“孤锋破浪”不会回到“单持武器”状态。,33027,2,2,0
刀宗,孤锋诀,2,电逝,“灭影追风”不再降低化劲，期间施展“行云势”只会触发第三段效果，若命中侠士目标则立刻恢复自身5%气血最大值。,32492,3,2,0
刀宗,孤锋诀,2,颂阵,“洗兵雨”施展距离提高2尺。可以拾取目标被自身击落的武器，捡起对方武器后，对方受到的缴械时间增加2秒，自身6秒内攻击力提高60%。,32588,4,2,0
刀宗,孤锋诀,3,滔天,“沧浪三叠”变为单体招式，伤害降低9%，对拥有自身“破绽”的目标施展时将立刻打出三段效果，但将消耗目标一层破绽。,32502,1,2,0
刀宗,孤锋诀,3,摧朽,施展“定风凝云”时缓慢将25尺内当前观察的目标吸引至自己身边。,32582,2,2,0
刀宗,孤锋诀,3,界破,施展“孤锋破浪”会在原地残留刀气，2秒后会引爆刀气对6尺范围内最多5个目标造成<SUB 34695 1>外功伤害。,32512,3,2,0
刀宗,孤锋诀,3,镇机,目标每拥有一层破绽，“断云势”对其伤害提高20%。,32457,4,2,0
刀宗,孤锋诀,4,鸣锋,自身“破浪三式”套路招式命中有自身“横云断浪”流血效果的目标会造成<SUB 34724 1>外功伤害，每层流血效果使该伤害提高13%。,34722,1,2,0
刀宗,孤锋诀,4,击懈,“灭影追风”期间，击破目标弱点时，缩短“观风寻隙”察觉弱点间隔时间50%。,32497,2,2,0
刀宗,孤锋诀,4,遏流,“定风凝云”调息时间降低10秒，效果持续4秒。效果结束时，使自身受到的伤害降低50%，持续3秒。,42233,3,2,0
刀宗,孤锋诀,4,识意,“灭影追风”持续时间降低3秒，结束时若自身未重伤，则会将受到的伤害转换为伤害吸收盾，持续6秒。,32587,4,2,0
刀宗,孤锋诀,5,长溯,“沧浪三叠”每次命中非侠士目标会给其添加1层“长溯”效果，“孤锋破浪”命中有“长溯”的目标，每层“长溯”将额外造成一次“孤锋破浪”伤害，“长溯”持续30秒，最多叠加3层。,32508,1,2,0
刀宗,孤锋诀,5,势钧,“横云断浪”命中目标获得生命值15%的伤害吸收盾，持续5秒。若目标有伤害吸收盾，获得的盾量翻倍。,32610,2,2,0
刀宗,孤锋诀,5,周流,击破侠士目标“弱点”后额外获得30点“锐意”。,32608,3,2,0
刀宗,孤锋诀,5,驭耀,“行云势”无视目标30%化劲并额外获得6点“锐意”。,32609,4,2,0
刀宗,孤锋诀,6,流岚,5秒内连续击破两个弱点，使自身无视目标25%内外防御，持续60秒。,32493,1,2,0
刀宗,孤锋诀,6,斩颓,“破绽”叠加的层数越多，目标受到的额外伤害越高。,32509,2,2,0
刀宗,孤锋诀,6,泯息,每次击破“弱点”，降低“洗兵雨”2秒调息时间，“触石雨”1秒调息时间。,32611,3,2,0
刀宗,孤锋诀,6,亘绝,“驰风八步”变为充能招式，施展后自身御劲提高100%，持续4秒。,32613,4,2,0
刀宗,孤锋诀,7,潋风,施展“决云势”自身获得5秒“潋风”气劲，期间主动施展“流云势法”套路伤害招式命中目标会额外获得20点锐意，并额外触发<SUB 36118 1>外功伤害。,36035,1,2,0
刀宗,孤锋诀,7,截辕,施展“孤锋破浪”后将在前方4尺残留6秒斩击刀气，刀气快速向前移动，每0.5秒对半径8尺内的15个敌对目标造成<SUB 32591 1>外功伤害，并添加12秒持续伤害效果，累计攻击20个目标，则刀气被引爆，对半径10尺内10个目标造成<SUB 32591 2>外功伤害，若目标为侠士，则使其下8秒内受到的范围型招式伤害提高15%，刀气每重伤一名敌人，自身则获得35点锐意，该刀气只会存在一道。,32586,2,2,0
刀宗,孤锋诀,7,泽风同承,链接2个有自身破绽且最近的侠士目标，链接期间攻击其中一个目标，另一个目标也将受到70%伤害传递，链接生效范围为25尺，持续6秒。效果时间结束时，对链接的两个目标分别造成基于目标破绽层数的多段伤害，最多4段。,32665,3,2,0
刀宗,孤锋诀,7,怒锋倾涛,冲向目标并对其造成200%的武器伤害外加<SUB 32616 0>外功伤害，若目标为侠士且存在自身“破绽”则每个“破绽”追加已损失生命值6%<NounID 101>。每有3层“破绽”层数，对目标添加1层<NounID 75>。,32614,4,2,0
刀宗,孤锋诀,8,观衅,施展“灭影追风”同时清除自身“观风寻隙”间隔时间。,32499,1,3,0
刀宗,孤锋诀,8,聚疏,“望云势”调息时间降低5秒，反击时不再需要目标，伤害提高50%，且会对8尺内3个敌对目标造成伤害。,32452,2,3,0
刀宗,孤锋诀,8,伏瀑,“触石雨”命中已经被击倒的目标伤害提高60%，并击倒周围6尺内的3个目标。,32495,3,3,0
刀宗,孤锋诀,8,雾灭,每次击破“弱点”，对应目标化劲等级降低5%，自身化劲等级提高5%，可叠加2层，持续15秒。,32459,4,3,0
刀宗,孤锋诀,8,强膂,无双等级、力道、移动速度提高10%。,32578,5,3,0
刀宗,孤锋诀,8,飞云,施展“行云势”第三段时，自身移速提高60%，持续3秒。,42060,6,3,0
刀宗,孤锋诀,8,急潮,“破浪三式”套路招式作用范围提高2尺，切换“双持武器”状态时自身受到的伤害降低30%，持续3秒。,32491,7,3,0
刀宗,孤锋诀,8,辞霈,“停云势”命中目标则使其受到的治疗及获得的护盾效果降低50%，持续8秒。,32579,8,3,0
刀宗,孤锋诀,8,涣衍,“横云断浪”调息时间降低6秒，附带“流血”效果持续时间提高12秒。击破非侠士目标“弱点”时，若其持有的自身“破绽”层数低于3层，则额外添加1层“破绽”。,32511,9,3,0
刀宗,孤锋诀,8,殊际,目标被自身定身、眩晕、击倒期间受到的伤害提高20%。,32577,10,3,0
刀宗,孤锋诀,8,靖步,“定风凝云”持续期间受到的伤害降低80%且不受被推、被拉影响，每秒回复自身3%气血最大值，提前结束则获取剩余恢复值。,32494,11,3,0
刀宗,孤锋诀,8,遏云势,打断目标运功并造成<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，若目标正在运功，自身获得20点锐意并使目标不受治疗影响，持续5秒。,32465,12,3,0
刀宗,孤锋诀,9,观衅,施展“灭影追风”同时清除自身“观风寻隙”间隔时间。,32499,1,3,0
